STAB,STATE,COUNTY,CITY,METRO,,,,,,
NM,New Mexico,BERNALILLO,Public Service Co,Albuquerque,,,,,,
NM,New Mexico,BERNALILLO,Sandia Base,Albuquerque,,,,,,
NM,New Mexico,BERNALILLO,Univ Of New Mexico,Albuquerque,,,,,,
NM,New Mexico,BERNALILLO,Univ Of Nm,Albuquerque,,,,,,
NM,New Mexico,BERNALILLO,Village Of Los Ranchos,Albuquerque,,,,,,
NM,New Mexico,RIO ARRIBA,Alcalde,Alcalde,,,,,,
NM,New Mexico,RIO ARRIBA,La Villita,Alcalde,,,,,,
NM,New Mexico,RIO ARRIBA,Los Luceros,Alcalde,,,,,,
NM,New Mexico,SANDOVAL,Algodones,Algodones,,,,,,
NM,New Mexico,SANDOVAL,Budaghers,Algodones,,,,,,
NM,New Mexico,SANDOVAL,Domingo,Algodones,,,,,,
NM,New Mexico,SANDOVAL,San Felipe Pb,Algodones,,,,,,
NM,New Mexico,LINCOLN,Alto,Alto,,,,,,
NM,New Mexico,LINCOLN,Sierra Vista,Alto,,,,,,
NM,New Mexico,TAOS,Amalia,Amalia,,,,,,
NM,New Mexico,TAOS,Ventero,Amalia,,,,,,
NM,New Mexico,UNION,Amistad,Amistad,,,,,,
NM,New Mexico,UNION,Hayden,Amistad,,,,,,
NM,New Mexico,UNION,Rosebud,Amistad,,,,,,
NM,New Mexico,COLFAX,Angel Fire,Angel Fire,,,,,,
NM,New Mexico,COLFAX,Eagle Nest,Angel Fire,,,,,,
NM,New Mexico,HIDALGO,Animas,Animas,,,,,,
NM,New Mexico,HIDALGO,Cloverdale,Animas,,,,,,
NM,New Mexico,HIDALGO,Cotton City,Animas,,,,,,
NM,New Mexico,DONA ANA,Anthony,Anthony,,,,,,
NM,New Mexico,DONA ANA,Chaparral,Anthony,,,,,,
NM,New Mexico,DONA ANA,La Union,Anthony,,,,,,
NM,New Mexico,GUADALUPE,Anton Chico,Anton Chico,,,,,,
NM,New Mexico,GUADALUPE,Dahlia,Anton Chico,,,,,,
NM,New Mexico,GUADALUPE,Upper Anton Chico,Anton Chico,,,,,,
NM,New Mexico,CATRON,Aragon,Aragon,,,,,,
NM,New Mexico,GRANT,Arenas Valley,Arenas Valley,,,,,,
NM,New Mexico,GRANT,Silver City,Arenas Valley,,,,,,
NM,New Mexico,SIERRA,Arrey,Arrey,,,,,,
NM,New Mexico,TAOS,Arroyo Hondo,Arroyo Hondo,,,,,,
NM,New Mexico,TAOS,Arroyo Seco,Arroyo Seco,,,,,,
NM,New Mexico,EDDY,Artesia,Artesia,,,,,,
NM,New Mexico,EDDY,Atoka,Artesia,,,,,,
NM,New Mexico,SAN JUAN,Aztec,Aztec,,,,,,
NM,New Mexico,SAN JUAN,Cedar Hill,Aztec,,,,,,
NM,New Mexico,QUAY,Bard,Bard,,,,,,
NM,New Mexico,QUAY,San Jon,Bard,,,,,,
NM,New Mexico,GRANT,Bayard,Bayard,,,,,,
NM,New Mexico,GRANT,Vanadium,Bayard,,,,,,
NM,New Mexico,VALENCIA,Belen,Belen,,,,,,
NM,New Mexico,VALENCIA,Los Chavez,Belen,,,,,,
NM,New Mexico,VALENCIA,Los Trujillos,Belen,,,,,,
NM,New Mexico,VALENCIA,Pueblitos,Belen,,,,,,
NM,New Mexico,OTERO,Bent,Bent,,,,,,
NM,New Mexico,DONA ANA,Anthony,Berino,,,,,,
NM,New Mexico,DONA ANA,Berino,Berino,,,,,,
NM,New Mexico,SANDOVAL,Bernalillo,Bernalillo,,,,,,
NM,New Mexico,SANDOVAL,El Llanito,Bernalillo,,,,,,
NM,New Mexico,SANDOVAL,Ranchitos,Bernalillo,,,,,,
NM,New Mexico,SANDOVAL,Sandia Pueblo,Bernalillo,,,,,,
NM,New Mexico,SANDOVAL,Santa Ana Pue,Bernalillo,,,,,,
NM,New Mexico,SANDOVAL,Santa Ana Pueblo,Bernalillo,,,,,,
NM,New Mexico,SANDOVAL,Tamaya,Bernalillo,,,,,,
NM,New Mexico,SAN JUAN,Blanco,Blanco,,,,,,
NM,New Mexico,SAN JUAN,Gobernador,Blanco,,,,,,
NM,New Mexico,SAN JUAN,Turley,Blanco,,,,,,
NM,New Mexico,SAN JUAN,Bloomfield,Bloomfield,,,,,,
NM,New Mexico,SAN JUAN,Chaco Canyon National Monume,Bloomfield,,,,,,
NM,New Mexico,SAN JUAN,El Huerfano,Bloomfield,,,,,,
NM,New Mexico,CIBOLA,Bluewater,Bluewater,,,,,,
NM,New Mexico,VALENCIA,Bosque Farms,Bosque Farms,,,,,,
NM,New Mexico,VALENCIA,Peralta,Bosque Farms,,,,,,
NM,New Mexico,VALENCIA,Abeytas,Bosque,,,,,,
NM,New Mexico,VALENCIA,Bernardo,Bosque,,,,,,
NM,New Mexico,VALENCIA,Bosque,Bosque,,,,,,
NM,New Mexico,VALENCIA,Sabinal,Bosque,,,,,,
NM,New Mexico,VALENCIA,San Francisco,Bosque,,,,,,
NM,New Mexico,MCKINLEY,Brimhall,Brimhall,,,,,,
NM,New Mexico,MCKINLEY,Gallup,Brimhall,,,,,,
NM,New Mexico,CURRY,Bellview,Broadview,,,,,,
NM,New Mexico,CURRY,Broadview,Broadview,,,,,,
NM,New Mexico,GRANT,Buckhorn,Buckhorn,,,,,,
NM,New Mexico,MORA,Buena Vista,Buena Vista,,,,,,
NM,New Mexico,MORA,Golondrinas,Buena Vista,,,,,,
NM,New Mexico,SIERRA,Caballo,Caballo,,,,,,
NM,New Mexico,RIO ARRIBA,Canjilon,Canjilon,,,,,,
NM,New Mexico,CURRY,Cannon AFB,Cannon AFB,,,,,,
NM,New Mexico,CURRY,Cannon Air Force Base,Cannon AFB,,,,,,
NM,New Mexico,CURRY,Clovis,Cannon AFB,,,,,,
NM,New Mexico,RIO ARRIBA,Canones,Canones,,,,,,
NM,New Mexico,LINCOLN,Angus,Capitan,,,,,,
NM,New Mexico,LINCOLN,Capitan,Capitan,,,,,,
NM,New Mexico,LEA,Caprock,Caprock,,,,,,
NM,New Mexico,LEA,Tatum,Caprock,,,,,,
NM,New Mexico,UNION,Capulin,Capulin,,,,,,
NM,New Mexico,UNION,Capulin Mountain National Mo,Capulin,,,,,,
NM,New Mexico,EDDY,Carlsbad,Carlsbad,,,,,,
NM,New Mexico,EDDY,Carlsbad Caverns National Pa,Carlsbad,,,,,,
NM,New Mexico,EDDY,Happy Valley,Carlsbad,,,,,,
NM,New Mexico,LINCOLN,Ancho,Carrizozo,,,,,,
NM,New Mexico,LINCOLN,Carrizozo,Carrizozo,,,,,,
NM,New Mexico,LINCOLN,Duran,Carrizozo,,,,,,
NM,New Mexico,LINCOLN,Jicarilla,Carrizozo,,,,,,
NM,New Mexico,LINCOLN,Oscuro,Carrizozo,,,,,,
NM,New Mexico,LINCOLN,White Oaks,Carrizozo,,,,,,
NM,New Mexico,TAOS,Carson,Carson,,,,,,
NM,New Mexico,CIBOLA,Casa Blanca,Casa Blanca,,,,,,
NM,New Mexico,CIBOLA,Paraje,Casa Blanca,,,,,,
NM,New Mexico,CIBOLA,Seama,Casa Blanca,,,,,,
NM,New Mexico,ROOSEVELT,Causey,Causey,,,,,,
NM,New Mexico,RIO ARRIBA,Alire,Cebolla,,,,,,
NM,New Mexico,RIO ARRIBA,Cebolla,Cebolla,,,,,,
NM,New Mexico,BERNALILLO,Cedar Crest,Cedar Crest,,,,,,
NM,New Mexico,TORRANCE,Cedarvale,Cedarvale,,,,,,
NM,New Mexico,SANTA FE,Cerrillos,Cerrillos,,,,,,
NM,New Mexico,SANTA FE,Madrid,Cerrillos,,,,,,
NM,New Mexico,TAOS,Cerro,Cerro,,,,,,
NM,New Mexico,MORA,Chacon,Chacon,,,,,,
NM,New Mexico,RIO ARRIBA,Chama,Chama,,,,,,
NM,New Mexico,DONA ANA,Chamberino,Chamberino,,,,,,
NM,New Mexico,TAOS,Chamisal,Chamisal,,,,,,
NM,New Mexico,TAOS,El Valle,Chamisal,,,,,,
NM,New Mexico,TAOS,Ojo Sarco,Chamisal,,,,,,
NM,New Mexico,DONA ANA,Anthony,Chaparral,,,,,,
NM,New Mexico,DONA ANA,Chaparral,Chaparral,,,,,,
NM,New Mexico,RIO ARRIBA,Chimayo,Chimayo,,,,,,
NM,New Mexico,RIO ARRIBA,Cundiyo,Chimayo,,,,,,
NM,New Mexico,RIO ARRIBA,El Portero,Chimayo,,,,,,
NM,New Mexico,RIO ARRIBA,El Rincon De Los Trujillos,Chimayo,,,,,,
NM,New Mexico,RIO ARRIBA,Rio Chiquito,Chimayo,,,,,,
NM,New Mexico,RIO ARRIBA,Sanctuario,Chimayo,,,,,,
NM,New Mexico,MCKINLEY,Church Rock,Church Rock,,,,,,
NM,New Mexico,MCKINLEY,Navajo Wingate Village,Church Rock,,,,,,
NM,New Mexico,MCKINLEY,Springstead,Church Rock,,,,,,
NM,New Mexico,COLFAX,Cimarron,Cimarron,,,,,,
NM,New Mexico,COLFAX,Philmont,Cimarron,,,,,,
NM,New Mexico,SOCORRO,Claunch,Claunch,,,,,,
NM,New Mexico,UNION,Bueyeros,Clayton,,,,,,
NM,New Mexico,UNION,Clapham,Clayton,,,,,,
NM,New Mexico,UNION,Clayton,Clayton,,,,,,
NM,New Mexico,UNION,Seneca,Clayton,,,,,,
NM,New Mexico,UNION,Stead,Clayton,,,,,,
NM,New Mexico,UNION,Thomas,Clayton,,,,,,
NM,New Mexico,MORA,Cleveland,Cleveland,,,,,,
NM,New Mexico,GRANT,Cliff,Cliff,,,,,,
NM,New Mexico,TORRANCE,Clines Corners,Clines Corners,,,,,,
NM,New Mexico,TORRANCE,Clines Cors,Clines Corners,,,,,,
NM,New Mexico,OTERO,Cloudcroft,Cloudcroft,,,,,,
NM,New Mexico,CURRY,Cannon AFB,Clovis,,,,,,
NM,New Mexico,CURRY,Cannon Air Force Base,Clovis,,,,,,
NM,New Mexico,CURRY,Clovis,Clovis,,,,,,
NM,New Mexico,SANDOVAL,Cochiti Lake,Cochiti Lake,,,,,,
NM,New Mexico,SANDOVAL,Cochiti Publo,Cochiti Pueblo,,,,,,
NM,New Mexico,SANDOVAL,Cochiti Pueblo,Cochiti Pueblo,,,,,,
NM,New Mexico,LUNA,Columbus,Columbus,,,,,,
NM,New Mexico,SAN MIGUEL,Conchas Dam,Conchas Dam,,,,,,
NM,New Mexico,SAN MIGUEL,Tucumcari,Conchas Dam,,,,,,
NM,New Mexico,MCKINLEY,Continental Divide,Continental Divide,,,,,,
NM,New Mexico,MCKINLEY,Contnental Dv,Continental Divide,,,,,,
NM,New Mexico,MCKINLEY,Coolidge,Continental Divide,,,,,,
NM,New Mexico,RIO ARRIBA,Cordova,Cordova,,,,,,
NM,New Mexico,LINCOLN,Corona,Corona,,,,,,
NM,New Mexico,SANDOVAL,Corrales,Corrales,,,,,,
NM,New Mexico,TAOS,Costilla,Costilla,,,,,,
NM,New Mexico,SANDOVAL,Counselor,Counselor,,,,,,
NM,New Mexico,RIO ARRIBA,Coyote,Coyote,,,,,,
NM,New Mexico,RIO ARRIBA,Mesa Poleo,Coyote,,,,,,
NM,New Mexico,LEA,Crossroads,Crossroads,,,,,,
NM,New Mexico,MCKINLEY,Crownpoint,Crownpoint,,,,,,
NM,New Mexico,MCKINLEY,Dalton Pass,Crownpoint,,,,,,
NM,New Mexico,MCKINLEY,Lake Valley,Crownpoint,,,,,,
NM,New Mexico,MCKINLEY,Standing Rock,Crownpoint,,,,,,
NM,New Mexico,SANDOVAL,Cuba,Cuba,,,,,,
NM,New Mexico,SANDOVAL,Ojo Encino,Cuba,,,,,,
NM,New Mexico,SANDOVAL,Pueblo Pintado,Cuba,,,,,,
NM,New Mexico,CIBOLA,Cubero,Cubero,,,,,,
NM,New Mexico,CIBOLA,Seboyeta,Cubero,,,,,,
NM,New Mexico,GUADALUPE,Cuervo,Cuervo,,,,,,
NM,New Mexico,CATRON,Datil,Datil,,,,,,
NM,New Mexico,CATRON,Horse Springs,Datil,,,,,,
NM,New Mexico,LUNA,Deming,Deming,,,,,,
NM,New Mexico,LUNA,Denning,Deming,,,,,,
NM,New Mexico,LUNA,Sunshine,Deming,,,,,,
NM,New Mexico,SIERRA,Derry,Derry,,,,,,
NM,New Mexico,UNION,Des Moines,Des Moines,,,,,,
NM,New Mexico,CHAVES,Dexter,Dexter,,,,,,
NM,New Mexico,CHAVES,Midway,Dexter,,,,,,
NM,New Mexico,RIO ARRIBA,Apodaca,Dixon,,,,,,
NM,New Mexico,RIO ARRIBA,Dixon,Dixon,,,,,,
NM,New Mexico,DONA ANA,Dona Ana,Dona Ana,,,,,,
NM,New Mexico,ROOSEVELT,Dora,Dora,,,,,,
NM,New Mexico,RIO ARRIBA,Dulce,Dulce,,,,,,
NM,New Mexico,RIO ARRIBA,Jicarilla Apache Indian Rese,Dulce,,,,,,
NM,New Mexico,RIO ARRIBA,Lumberton,Dulce,,,,,,
NM,New Mexico,COLFAX,Eagle Nest,Eagle Nest,,,,,,
NM,New Mexico,SANTA FE,Edgewood,Edgewood,,,,,,
NM,New Mexico,TAOS,Des Montes,El Prado,,,,,,
NM,New Mexico,TAOS,El Prado,El Prado,,,,,,
NM,New Mexico,RIO ARRIBA,El Rito,El Rito,,,,,,
NM,New Mexico,RIO ARRIBA,Las Placitas,El Rito,,,,,,
NM,New Mexico,SIERRA,Elephant Btte,Elephant Butte,,,,,,
NM,New Mexico,SIERRA,Elephant Butte,Elephant Butte,,,,,,
NM,New Mexico,SIERRA,Engle,Elephant Butte,,,,,,
NM,New Mexico,SIERRA,Rock Canyon,Elephant Butte,,,,,,
NM,New Mexico,ROOSEVELT,Elida,Elida,,,,,,
NM,New Mexico,RIO ARRIBA,Embudo,Embudo,,,,,,
NM,New Mexico,RIO ARRIBA,Junta,Embudo,,,,,,
NM,New Mexico,RIO ARRIBA,La Bolsa,Embudo,,,,,,
NM,New Mexico,RIO ARRIBA,La Junta,Embudo,,,,,,
NM,New Mexico,RIO ARRIBA,Rinconado,Embudo,,,,,,
NM,New Mexico,TORRANCE,Encino,Encino,,,,,,
NM,New Mexico,TORRANCE,Milagro,Encino,,,,,,
NM,New Mexico,RIO ARRIBA,El Llano,Espanola,,,,,,
NM,New Mexico,RIO ARRIBA,El Rancho,Espanola,,,,,,
NM,New Mexico,RIO ARRIBA,Espanola,Espanola,,,,,,
NM,New Mexico,RIO ARRIBA,Fairview,Espanola,,,,,,
NM,New Mexico,RIO ARRIBA,Guachupangue,Espanola,,,,,,
NM,New Mexico,RIO ARRIBA,La Mesilla,Espanola,,,,,,
NM,New Mexico,RIO ARRIBA,La Puebla,Espanola,,,,,,
NM,New Mexico,RIO ARRIBA,Pajarito,Espanola,,,,,,
NM,New Mexico,RIO ARRIBA,Quarteles,Espanola,,,,,,
NM,New Mexico,RIO ARRIBA,Riverside,Espanola,,,,,,
NM,New Mexico,RIO ARRIBA,San Pedro,Espanola,,,,,,
NM,New Mexico,RIO ARRIBA,Santa Clara Pueblo,Espanola,,,,,,
NM,New Mexico,RIO ARRIBA,Sombrillo,Espanola,,,,,,
NM,New Mexico,TORRANCE,Estancia,Estancia,,,,,,
NM,New Mexico,TORRANCE,Tajique,Estancia,,,,,,
NM,New Mexico,LEA,Eunice,Eunice,,,,,,
NM,New Mexico,DONA ANA,Fairacres,Fairacres,,,,,,
NM,New Mexico,DONA ANA,Old Picacho,Fairacres,,,,,,
NM,New Mexico,SAN JUAN,Bisti,Farmington,,,,,,
NM,New Mexico,SAN JUAN,Farmington,Farmington,,,,,,
NM,New Mexico,SAN JUAN,Farmington Municipal Airport,Farmington,,,,,,
NM,New Mexico,GRANT,Faywood,Faywood,,,,,,
NM,New Mexico,CIBOLA,Fence Lake,Fence Lake,,,,,,
NM,New Mexico,CIBOLA,Trechado,Fence Lake,,,,,,
NM,New Mexico,SAN JUAN,Flora Vista,Flora Vista,,,,,,
NM,New Mexico,ROOSEVELT,Floyd,Floyd,,,,,,
NM,New Mexico,UNION,Folsom,Folsom,,,,,,
NM,New Mexico,GRANT,Fort Bayard,Fort Bayard,,,,,,
NM,New Mexico,GRANT,Ft Bayard,Fort Bayard,,,,,,
NM,New Mexico,GRANT,Silver City,Fort Bayard,,,,,,
NM,New Mexico,LINCOLN,Fort Stanton,Fort Stanton,,,,,,
NM,New Mexico,LINCOLN,Ft Stanton,Fort Stanton,,,,,,
NM,New Mexico,DE BACA,Fort Sumner,Fort Sumner,,,,,,
NM,New Mexico,DE BACA,Ft Sumner,Fort Sumner,,,,,,
NM,New Mexico,DE BACA,Lake Sumner,Fort Sumner,,,,,,
NM,New Mexico,MCKINLEY,Fort Wingate,Fort Wingate,,,,,,
NM,New Mexico,MCKINLEY,Mcgaffey,Fort Wingate,,,,,,
NM,New Mexico,MCKINLEY,Perea,Fort Wingate,,,,,,
NM,New Mexico,SAN JUAN,Fruitland,Fruitland,,,,,,
NM,New Mexico,RIO ARRIBA,Gallina,Gallina,,,,,,
NM,New Mexico,MCKINLEY,Fort Wingate Army Depot,Gallup,,,,,,
NM,New Mexico,MCKINLEY,Gallup,Gallup,,,,,,
NM,New Mexico,MCKINLEY,Manuelito,Gallup,,,,,,
NM,New Mexico,MCKINLEY,Pinedale,Gallup,,,,,,
NM,New Mexico,MCKINLEY,Senator Clarke Field,Gallup,,,,,,
NM,New Mexico,MCKINLEY,Sw Indian Foundation,Gallup,,,,,,
NM,New Mexico,MCKINLEY,Tohlakai,Gallup,,,,,,
NM,New Mexico,MCKINLEY,Twin Lakes,Gallup,,,,,,
NM,New Mexico,MCKINLEY,Williams Acres,Gallup,,,,,,
NM,New Mexico,MCKINLEY,Gallup,Gamerco,,,,,,
NM,New Mexico,MCKINLEY,Gamerco,Gamerco,,,,,,
NM,New Mexico,DONA ANA,Garfield,Garfield,,,,,,
NM,New Mexico,SAN MIGUEL,Garita,Garita,,,,,,
NM,New Mexico,GRANT,Gila,Gila,,,,,,
NM,New Mexico,UNION,Farley,Gladstone,,,,,,
NM,New Mexico,UNION,Gladstone,Gladstone,,,,,,
NM,New Mexico,LINCOLN,Glencoe,Glencoe,,,,,,
NM,New Mexico,CATRON,Alma,Glenwood,,,,,,
NM,New Mexico,CATRON,Glenwood,Glenwood,,,,,,
NM,New Mexico,CATRON,Mogollon,Glenwood,,,,,,
NM,New Mexico,CATRON,Pleasanton,Glenwood,,,,,,
NM,New Mexico,SANTA FE,Canyoncito,Glorieta,,,,,,
NM,New Mexico,SANTA FE,Glorieta,Glorieta,,,,,,
NM,New Mexico,SANTA FE,La Cueva,Glorieta,,,,,,
NM,New Mexico,CURRY,Cameron,Grady,,,,,,
NM,New Mexico,CURRY,Grady,Grady,,,,,,
NM,New Mexico,CIBOLA,Ambrosia Lake,Grants,,,,,,
NM,New Mexico,CIBOLA,Anaconda,Grants,,,,,,
NM,New Mexico,CIBOLA,Broadview Acres,Grants,,,,,,
NM,New Mexico,CIBOLA,Grants,Grants,,,,,,
NM,New Mexico,CIBOLA,San Mateo,Grants,,,,,,
NM,New Mexico,UNION,Grenville,Grenville,,,,,,
NM,New Mexico,UNION,Mount Dora,Grenville,,,,,,
NM,New Mexico,UNION,Mt Dora,Grenville,,,,,,
NM,New Mexico,UNION,Sofia,Grenville,,,,,,
NM,New Mexico,MORA,Guadalupita,Guadalupita,,,,,,
NM,New Mexico,GRANT,Hachita,Hachita,,,,,,
NM,New Mexico,CHAVES,Hagerman,Hagerman,,,,,,
NM,New Mexico,GRANT,Fierro,Hanover,,,,,,
NM,New Mexico,GRANT,Hanover,Hanover,,,,,,
NM,New Mexico,GRANT,San Lorenzo,Hanover,,,,,,
NM,New Mexico,GRANT,Sherman,Hanover,,,,,,
NM,New Mexico,DONA ANA,Hatch,Hatch,,,,,,
NM,New Mexico,DONA ANA,Rodey,Hatch,,,,,,
NM,New Mexico,RIO ARRIBA,Chili,Hernandez,,,,,,
NM,New Mexico,RIO ARRIBA,El Duende,Hernandez,,,,,,
NM,New Mexico,RIO ARRIBA,Hernandez,Hernandez,,,,,,
NM,New Mexico,OTERO,Hi Rls Mtn Pk,High Rolls Mountain Park,,,,,,
NM,New Mexico,OTERO,Hi Rolls Mt Park,High Rolls Mountain Park,,,,,,
NM,New Mexico,OTERO,High Rolls,High Rolls Mountain Park,,,,,,
NM,New Mexico,OTERO,High Rolls Mountain Park,High Rolls Mountain Park,,,,,,
NM,New Mexico,OTERO,Mountain Park,High Rolls Mountain Park,,,,,,
NM,New Mexico,SIERRA,Hillsboro,Hillsboro,,,,,,
NM,New Mexico,SIERRA,Kingston,Hillsboro,,,,,,
NM,New Mexico,LEA,Hobbs,Hobbs,,,,,,
NM,New Mexico,LEA,Lea County Correctional Fac,Hobbs,,,,,,
NM,New Mexico,LEA,Oil Center,Hobbs,,,,,,
NM,New Mexico,OTERO,Holloman AFB,Holloman Air Force Base,,,,,,
NM,New Mexico,OTERO,Holloman Air Force Base,Holloman Air Force Base,,,,,,
NM,New Mexico,MORA,Holman,Holman,,,,,,
NM,New Mexico,LINCOLN,Hondo,Hondo,,,,,,
NM,New Mexico,EDDY,Hope,Hope,,,,,,
NM,New Mexico,QUAY,House,House,,,,,,
NM,New Mexico,GRANT,Hurley,Hurley,,,,,,
NM,New Mexico,GRANT,North Hurley,Hurley,,,,,,
NM,New Mexico,GRANT,Whitewater,Hurley,,,,,,
NM,New Mexico,SAN MIGUEL,Ilfeld,Ilfeld,,,,,,
NM,New Mexico,SAN MIGUEL,North San Ysidro,Ilfeld,,,,,,
NM,New Mexico,BERNALILLO,Isleta,Isleta,,,,,,
NM,New Mexico,LEA,Bennett,Jal,,,,,,
NM,New Mexico,LEA,Jal,Jal,,,,,,
NM,New Mexico,MCKINLEY,Continental Divide,Jamestown,,,,,,
NM,New Mexico,MCKINLEY,Contnental Dv,Jamestown,,,,,,
NM,New Mexico,MCKINLEY,Jamestown,Jamestown,,,,,,
NM,New Mexico,VALENCIA,Jarales,Jarales,,,,,,
NM,New Mexico,SANDOVAL,Jemez,Jemez Pueblo,,,,,,
NM,New Mexico,SANDOVAL,Jemez Pueblo,Jemez Pueblo,,,,,,
NM,New Mexico,SANDOVAL,Jemez Springs,Jemez Springs,,,,,,
NM,New Mexico,ROOSEVELT,Kenna,Kenna,,,,,,
NM,New Mexico,BERNALILLO,Albuquerque,Kirtland AFB,,,,,,
NM,New Mexico,BERNALILLO,Kirtland AFB,Kirtland AFB,,,,,,
NM,New Mexico,SAN JUAN,Kirtland,Kirtland,,,,,,
NM,New Mexico,SANDOVAL,La Jara,La Jara,,,,,,
NM,New Mexico,SANDOVAL,Llaves,La Jara,,,,,,
NM,New Mexico,SOCORRO,Contreras,La Joya,,,,,,
NM,New Mexico,SOCORRO,La Joya,La Joya,,,,,,
NM,New Mexico,GUADALUPE,Dilia,La Loma,,,,,,
NM,New Mexico,GUADALUPE,La Loma,La Loma,,,,,,
NM,New Mexico,OTERO,La Luz,La Luz,,,,,,
NM,New Mexico,RIO ARRIBA,La Madera,La Madera,,,,,,
NM,New Mexico,RIO ARRIBA,Servilleta Plaza,La Madera,,,,,,
NM,New Mexico,DONA ANA,La Mesa,La Mesa,,,,,,
NM,New Mexico,DONA ANA,Santo Tomas,La Mesa,,,,,,
NM,New Mexico,SAN JUAN,La Plata,La Plata,,,,,,
NM,New Mexico,CIBOLA,Canoncito,Laguna,,,,,,
NM,New Mexico,CIBOLA,Cononcito,Laguna,,,,,,
NM,New Mexico,CIBOLA,Laguna,Laguna,,,,,,
NM,New Mexico,CIBOLA,Mesita,Laguna,,,,,,
NM,New Mexico,CIBOLA,Old Laguna,Laguna,,,,,,
NM,New Mexico,CIBOLA,Tohajiilee,Laguna,,,,,,
NM,New Mexico,CHAVES,Lake Arthur,Lake Arthur,,,,,,
NM,New Mexico,EDDY,Lakewood,Lakewood,,,,,,
NM,New Mexico,EDDY,Seven Rivers,Lakewood,,,,,,
NM,New Mexico,SANTA FE,Galisteo,Lamy,,,,,,
NM,New Mexico,SANTA FE,Lamy,Lamy,,,,,,
NM,New Mexico,SANTA FE,Santa Fe,Lamy,,,,,,
NM,New Mexico,DONA ANA,Las Cruces,Las Cruces,,,,,,
NM,New Mexico,DONA ANA,Tortugas,Las Cruces,,,,,,
NM,New Mexico,DONA ANA,University Park,Las Cruces,,,,,,
NM,New Mexico,SAN MIGUEL,Las Vegas,Las Vegas,,,,,,
NM,New Mexico,SAN MIGUEL,Romeroville,Las Vegas,,,,,,
NM,New Mexico,SAN MIGUEL,West Las Vegas,Las Vegas,,,,,,
NM,New Mexico,SOCORRO,Lemitar,Lemitar,,,,,,
NM,New Mexico,LINCOLN,Lincoln,Lincoln,,,,,,
NM,New Mexico,RIO ARRIBA,Gavilan,Lindrith,,,,,,
NM,New Mexico,RIO ARRIBA,Lindrith,Lindrith,,,,,,
NM,New Mexico,RIO ARRIBA,Ojito,Lindrith,,,,,,
NM,New Mexico,ROOSEVELT,Lingo,Lingo,,,,,,
NM,New Mexico,ROOSEVELT,Portales,Lingo,,,,,,
NM,New Mexico,TAOS,Llano,Llano,,,,,,
NM,New Mexico,EDDY,Loco Hills,Loco Hills,,,,,,
NM,New Mexico,QUAY,Gallegos,Logan,,,,,,
NM,New Mexico,QUAY,Logan,Logan,,,,,,
NM,New Mexico,HIDALGO,Lordsburg,Lordsburg,,,,,,
NM,New Mexico,HIDALGO,Road Forks,Lordsburg,,,,,,
NM,New Mexico,HIDALGO,Separ,Lordsburg,,,,,,
NM,New Mexico,HIDALGO,Virden,Lordsburg,,,,,,
NM,New Mexico,LOS ALAMOS,Bandelier National Monument,Los Alamos,,,,,,
NM,New Mexico,LOS ALAMOS,Los Alamos,Los Alamos,,,,,,
NM,New Mexico,LOS ALAMOS,Scientific Lab,Los Alamos,,,,,,
NM,New Mexico,LOS ALAMOS,White Rock,Los Alamos,,,,,,
NM,New Mexico,VALENCIA,Los Lunas,Los Lunas,,,,,,
NM,New Mexico,RIO ARRIBA,Brazos,Los Ojos,,,,,,
NM,New Mexico,RIO ARRIBA,Los Ojos,Los Ojos,,,,,,
NM,New Mexico,RIO ARRIBA,Rutheron,Los Ojos,,,,,,
NM,New Mexico,EDDY,Loving,Loving,,,,,,
NM,New Mexico,LEA,Buckeye,Lovington,,,,,,
NM,New Mexico,LEA,Lovington,Lovington,,,,,,
NM,New Mexico,CATRON,Luna,Luna,,,,,,
NM,New Mexico,SOCORRO,Alamo,Magdalena,,,,,,
NM,New Mexico,SOCORRO,Magdalena,Magdalena,,,,,,
NM,New Mexico,EDDY,Malaga,Malaga,,,,,,
NM,New Mexico,LEA,Maljamar,Maljamar,,,,,,
NM,New Mexico,COLFAX,Maxwell,Maxwell,,,,,,
NM,New Mexico,OTERO,Elk,Mayhill,,,,,,
NM,New Mexico,OTERO,Flying H,Mayhill,,,,,,
NM,New Mexico,OTERO,Mayhill,Mayhill,,,,,,
NM,New Mexico,QUAY,Mc Alister,Mcalister,,,,,,
NM,New Mexico,QUAY,Mcalister,Mcalister,,,,,,
NM,New Mexico,LEA,Mc Donald,Mcdonald,,,,,,
NM,New Mexico,LEA,Mcdonald,Mcdonald,,,,,,
NM,New Mexico,TORRANCE,Mcintosh,Mcintosh,,,,,,
NM,New Mexico,RIO ARRIBA,Medalanes,Medanales,,,,,,
NM,New Mexico,RIO ARRIBA,Medanales,Medanales,,,,,,
NM,New Mexico,RIO ARRIBA,Medenales,Medanales,,,,,,
NM,New Mexico,CURRY,Melrose,Melrose,,,,,,
NM,New Mexico,MCKINLEY,Defiance,Mentmore,,,,,,
NM,New Mexico,MCKINLEY,Gallup,Mentmore,,,,,,
NM,New Mexico,MCKINLEY,Mentmore,Mentmore,,,,,,
NM,New Mexico,OTERO,Mescalero,Mescalero,,,,,,
NM,New Mexico,OTERO,Mescalero Apache Indian Rese,Mescalero,,,,,,
